STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,ADDRES_M,CITY_M,ZIP_M,ZIP4_M,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,F_POPLSA,POPU_UND,CENTLIB,F_CENLIB,BRANLIB,F_BRLIB,BKMOB,F_BKMOB,MASTER,F_MASTER,LIBRARIA,F_LIBRAR,OTHPAID,F_OTHSTF,TOTSTAFF,F_TOTSTF,LOCGVT,F_LOCGVT,STGVT,F_STGVT,FEDGVT,F_FEDGVT,OTHINCM,F_OTHINC,TOTINCM,F_TOTINC,SALARIES,F_SALX,BENEFIT,F_BENX,STAFFEXP,F_TOSTFX,PRMATEXP,F_PRMATX,ELMATEXP,F_ELMATX,OTHMATEX,F_OTMATX,TOTEXPCO,F_TOCOLX,OTHOPEXP,F_OTHOPX,TOTOPEXP,F_TOTOPX,LCAP_REV,F_LCAPRV,SCAP_REV,F_SCAPRV,FCAP_REV,F_FCAPRV,OCAP_REV,F_OCAPRV,CAP_REV,F_TCAPRV,CAPITAL,F_TCAPX,BKVOL,F_BKVOL,EBOOK,F_EBOOK,AUDIO_PH,F_AUD_PH,AUDIO_DL,F_AUD_DL,VIDEO_PH,F_VID_PH,VIDEO_DL,F_VID_DL,EC_LO_OT,F_EC_L_O,EC_ST,F_EC_ST,ELECCOLL,F_ELECOL,SUBSCRIP,F_PRSUB,HRS_OPEN,F_HRS_OP,VISITS,F_VISITS,REFERENC,F_REFER,REGBOR,F_REGBOR,TOTCIR,F_TOTCIR,KIDCIRCL,F_KIDCIR,ELMATCIR,F_EMTCIR,PHYSCIR,F_PHYSCR,ELINFO,F_ELINFO,ELCONT,F_ELCONT,TOTCOLL,F_TOTCOL,LOANTO,F_LOANTO,LOANFM,F_LOANFM,TOTPRO,F_TOTPRO,KIDPRO,F_KIDPRO,YAPRO,F_YAPRO,TOTATTEN,F_TOTATT,KIDATTEN,F_KIDATT,YAATTEN,F_YAATT,GPTERMS,F_GPTERM,PITUSR,F_PITUSR,WIFISESS,F_WIFISS,WEBVISIT,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE_ADD,LOCALE_MOD,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOMATCH
IL,IL0307,30623,"SOUTH MACON PUBLIC LIBRARY DISTRICT","451 WEST GLENN STREET",MACON,62544,4288,"451 WEST GLENN STREET",MACON,62544,4288,MACON,2177643356,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,2263,R_19,2263,1,R_19,0,R_19,0,R_19,0.0,R_19,1.8,R_19,0.38,R_19,2.18,R_19,92152,R_19,2828,R_19,0,R_19,41956,R_19,136936,R_19,52494,R_19,4062,R_19,56556,R_19,9295,R_19,1600,R_19,1184,R_19,12079,R_19,39487,R_19,108122,R_19,14450,R_19,0,R_19,0,R_19,0,R_19,14450,R_19,0,R_19,14738,R_19,22718,R_19,1158,R_19,2640,R_19,802,R_19,187,R_19,1,R_19,13,R_19,14,R_19,36,R_19,1845,R_19,4223,R_19,510,R_19,719,R_19,11560,R_19,1634,R_19,1336,R_19,10224,R_19,25462,R_19,26798,R_19,37022,R_19,3823,R_19,3694,R_19,18,R_19,10,R_19,0,R_19,681,R_19,416,R_19,0,R_19,4,R_19,569,R_19,2295,R_19,452,2019,3,1,0,0,0,-89.0057,39.70729,17,115,45941,104009,41,41,26.02,1030,1713,19500,0,A
IL,IL0308,30421,"MADISON PUBLIC LIBRARY","1700 FIFTH STREET",MADISON,62060,1502,"1700 FIFTH STREET",MADISON,62060,1502,MADISON,6188768448,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,3891,R_19,3891,1,R_19,0,R_19,0,R_19,0.0,R_19,1.0,R_19,1.5,R_19,2.5,R_19,43316,R_19,22903,R_19,1238,R_19,2000,R_19,69457,R_19,44437,R_19,6916,R_19,51353,R_19,2301,R_19,0,R_19,2931,R_19,5232,R_19,9405,R_19,65990,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,14648,R_19,0,R_19,65,R_19,0,R_19,1913,R_19,0,R_19,0,R_19,13,R_19,13,R_19,3,R_19,2004,R_19,10870,R_19,3900,R_19,244,R_19,4650,R_19,270,R_19,0,R_19,4650,R_19,0,R_19,0,R_19,4650,R_19,2297,R_19,636,R_19,17,R_19,15,R_19,1,R_19,170,R_19,160,R_19,5,R_19,5,R_19,4600,R_19,0,R_19,-1,2019,3,1,0,0,0,-90.152,38.68092,17,119,45993,262966,21,21,4006.0,3025,1712,41180,0,A
IL,IL0309,30422,"MAHOMET PUBLIC LIBRARY DISTRICT","1702 EAST OAK STREET",MAHOMET,61853,8526,"1702 EAST OAK STREET",MAHOMET,61853,8526,CHAMPAIGN,2175862611,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,13765,R_19,13765,1,R_19,0,R_19,0,R_19,2.0,R_19,3.42,R_19,5.04,R_19,8.46,R_19,642666,R_19,18771,R_19,0,R_19,370525,R_19,1031962,R_19,326514,R_19,72736,R_19,399250,R_19,56932,R_19,24565,R_19,12543,R_19,94040,R_19,185738,R_19,679028,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,43420,R_19,58031,R_19,3145,R_19,31762,R_19,3760,R_19,104,R_19,7,R_19,13,R_19,20,R_19,75,R_19,3314,R_19,73625,R_19,3303,R_19,3667,R_19,147044,R_19,62660,R_19,13181,R_19,133863,R_19,176,R_19,13357,R_19,147220,R_19,21700,R_19,29142,R_19,434,R_19,337,R_19,11,R_19,9610,R_19,6359,R_19,232,R_19,18,R_19,9035,R_19,24213,R_19,44740,2019,3,1,0,0,0,-88.3767,40.18625,17,19,46136,209689,31,31,106.03,3072,1715,16580,0,A
IL,IL0310,30423,"MALTA TOWNSHIP PUBLIC LIBRARY","203 EAST ADAMS STREET",MALTA,60150,1003,"203 EAST ADAMS STREET",MALTA,60150,1003,DEKALB,8158252525,ME,CI,SO,Y,CI1,N,04/01/2018,03/31/2019,1608,R_19,1608,1,R_19,0,R_19,0,R_19,0.0,R_19,0.63,R_19,1.95,R_19,2.58,R_19,132115,R_19,2217,R_19,0,R_19,12998,R_19,147330,R_19,56706,R_19,5963,R_19,62669,R_19,12882,R_19,1500,R_19,1111,R_19,15493,R_19,59338,R_19,137500,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,12496,R_19,41797,R_19,523,R_19,7899,R_19,1029,R_19,818,R_19,0,R_19,13,R_19,13,R_19,22,R_19,1391,R_19,8960,R_19,1040,R_19,410,R_19,6280,R_19,2648,R_19,405,R_19,5875,R_19,0,R_19,405,R_19,6280,R_19,1374,R_19,1810,R_19,86,R_19,72,R_19,8,R_19,1262,R_19,697,R_19,250,R_19,6,R_19,674,R_19,1121,ID19,10400,2019,3,2,0,0,0,-88.8634,41.92985,17,37,46279,104897,41,41,3.0,2070,1716,16980,0,A
IL,IL0311,30424,"MANHATTAN-ELWOOD PUBLIC LIBRARY DISTRICT","240 WHITSON STREET",MANHATTAN,60442,9841,"PO BOX 53",MANHATTAN,60442,0053,WILL,8154783987,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,13166,R_19,13166,1,R_19,0,R_19,0,R_19,2.0,R_19,6.75,R_19,3.88,R_19,10.63,R_19,888420,R_19,21840,R_19,0,R_19,35995,R_19,946255,R_19,356670,R_19,64602,R_19,421272,R_19,48486,R_19,23222,R_19,7225,R_19,78933,R_19,165495,R_19,665700,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,575,R_19,43483,R_19,43895,R_19,2698,R_19,7397,R_19,4523,R_19,742,R_19,9,R_19,13,R_19,22,R_19,113,R_19,2704,R_19,67259,R_19,17810,R_19,4137,R_19,98311,R_19,44006,R_19,8515,R_19,89796,R_19,6289,R_19,14804,R_19,104600,R_19,9959,R_19,10262,R_19,906,R_19,463,R_19,109,R_19,15751,R_19,10810,R_19,2383,R_19,16,R_19,2525,R_19,6593,R_19,14999,2019,3,1,0,0,0,-87.9839,41.42122,17,197,46357,690743,21,21,8835.09,1015,1701,16980,0,A
IL,IL0312,30425,"FORMAN VALLEY PUBLIC LIBRARY DISTRICT","404 1/2 SOUTH HARRISON STREET",MANITO,61546,M,"404 1/2 SOUTH HARRISON STREET",MANITO,61546,M,MASON,3099686093,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,6309,R_19,6309,1,R_19,0,R_19,0,R_19,0.0,R_19,2.13,R_19,0.53,R_19,2.66,R_19,195434,R_19,7886,R_19,0,R_19,5449,R_19,208769,R_19,80260,R_19,1161,R_19,81421,R_19,17338,R_19,2450,R_19,1863,R_19,21651,R_19,54634,R_19,157706,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,9508,R_19,33770,R_19,0,R_19,781,R_19,0,R_19,2036,R_19,0,R_19,0,R_19,13,R_19,13,R_19,22,R_19,2340,R_19,11536,R_19,861,R_19,2658,R_19,36235,R_19,21217,R_19,0,R_19,36235,R_19,0,R_19,0,R_19,36235,R_19,1506,R_19,1139,R_19,83,R_19,52,R_19,12,R_19,1468,R_19,1243,R_19,86,R_19,4,R_19,1578,R_19,1410,R_19,-1,2019,3,1,0,0,0,-89.7803,40.42074,17,125,46383,13359,42,42,9563.0,1017,1718,-4,N,A
IL,IL0313,30056,"BLUE RIDGE TOWNSHIP PUBLIC LIBRARY","116 EAST OLIVER STREET",MANSFIELD,61854,M,"116 EAST OLIVER STREET",MANSFIELD,61854,M,PIATT,2174899033,ME,CI,SO,Y,CI1,N,01/01/2018,12/31/2018,1480,R_19,1480,1,R_19,0,R_19,0,R_19,0.0,R_19,0.4,R_19,0.33,R_19,0.73,R_19,44862,R_19,2999,R_19,0,R_19,780,R_19,48641,R_19,-9,H_19,-9,H_19,-9,H_19,4942,R_19,733,R_19,1131,R_19,6806,R_19,-9,H_19,57505,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,13074,R_19,36157,R_19,61,R_19,6600,R_19,658,R_19,0,R_19,2,R_19,13,R_19,15,R_19,26,R_19,1371,R_19,4543,R_19,503,R_19,310,R_19,9857,R_19,2556,R_19,775,R_19,9082,R_19,0,R_19,775,R_19,9857,R_19,1854,R_19,1111,R_19,13,R_19,10,R_19,0,R_19,323,R_19,305,R_19,0,R_19,3,R_19,201,R_19,1031,ID19,-1,2019,3,2,0,0,0,-88.5052,40.21147,17,147,46487,16344,42,42,9545.0,1055,1713,16580,0,A
IL,IL0314,30426,"MANTENO PUBLIC LIBRARY DISTRICT","10 SOUTH WALNUT STREET",MANTENO,60950,1433,"10 SOUTH WALNUT STREET",MANTENO,60950,1433,KANKAKEE,8154683323,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,12432,R_19,12432,1,R_19,0,R_19,0,R_19,0.0,R_19,3.73,R_19,4.55,R_19,8.28,R_19,510019,R_19,21019,R_19,0,R_19,47952,R_19,578990,R_19,208683,R_19,36866,R_19,245549,R_19,36313,R_19,3061,R_19,19529,R_19,58903,R_19,144448,R_19,448900,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,65514,R_19,50318,R_19,70077,R_19,3184,R_19,19284,R_19,9218,R_19,741,R_19,3,R_19,13,R_19,16,R_19,129,R_19,2912,R_19,54631,R_19,7176,R_19,3340,R_19,78794,R_19,25432,R_19,3527,R_19,75267,R_19,65,R_19,3592,R_19,78859,R_19,13201,R_19,8645,R_19,285,R_19,188,R_19,14,R_19,5379,R_19,2938,R_19,124,R_19,14,R_19,8318,R_19,1443,R_19,136151,2019,3,1,0,0,0,-87.8368,41.24919,17,91,46500,109862,23,23,102.02,5003,1702,28100,0,A
IL,IL0315,30427,"MAPLE PARK PUBLIC LIBRARY DISTRICT","302 WILLOW STREET","MAPLE PARK",60151,M,"302 WILLOW STREET","MAPLE PARK",60151,M,KANE,8158273362,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,1706,R_19,1706,1,R_19,0,R_19,0,R_19,0.83,R_19,0.83,R_19,0.2,R_19,1.03,R_19,39306,R_19,2133,R_19,0,R_19,3700,R_19,45139,R_19,-9,H_19,-9,H_19,-9,H_19,1800,R_19,1875,R_19,717,R_19,4392,R_19,-9,H_19,31179,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,12516,R_19,70454,R_19,266,R_19,20367,R_19,821,R_19,818,R_19,0,R_19,13,R_19,13,R_19,3,R_19,1560,R_19,5789,R_19,1256,R_19,591,R_19,3706,R_19,834,R_19,1500,R_19,2206,R_19,0,R_19,1500,R_19,3706,R_19,952,R_19,875,R_19,75,R_19,65,R_19,8,R_19,1010,R_19,900,R_19,50,R_19,9,R_19,7250,R_19,1189,ID19,-1,2019,3,2,0,0,0,-88.5992,41.90606,17,89,46604,532403,41,41,8524.03,2045,1714,16980,0,A
IL,IL0316,30428,"MAQUON PUBLIC LIBRARY DISTRICT","210 MAIN STREET",MAQUON,61458,5069,"210 MAIN STREET",MAQUON,61458,5069,KNOX,3098753573,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,1970,R_19,1970,1,R_19,0,R_19,0,R_19,0.0,R_19,0.95,R_19,0.0,R_19,0.95,R_19,50168,R_19,2174,R_19,838,R_19,1589,R_19,54769,R_19,-9,H_19,-9,H_19,-9,H_19,7451,R_19,330,R_19,231,R_19,8012,R_19,-9,H_19,32592,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,13424,R_19,8457,R_19,38,R_19,1898,R_19,473,R_19,0,R_19,0,R_19,13,R_19,13,R_19,1,R_19,1860,R_19,3895,R_19,142,R_19,245,R_19,4179,R_19,621,R_19,143,R_19,4036,R_19,0,R_19,143,R_19,4179,R_19,1567,R_19,1085,R_19,40,R_19,20,R_19,0,R_19,223,R_19,158,R_19,0,R_19,4,R_19,834,R_19,288,R_19,-1,2019,3,1,0,0,0,-90.1649,40.79935,17,95,46695,49699,42,42,16.0,4039,1717,23660,1,A
IL,IL0317,30429,"MARENGO-UNION PUBLIC LIBRARY DISTRICT","19714 EAST GRANT HIGHWAY",MARENGO,60152,9493,"19714 EAST GRANT HIGHWAY",MARENGO,60152,9493,MCHENRY,8155688236,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,13933,R_19,13933,1,R_19,0,R_19,0,R_19,2.0,R_19,4.0,R_19,5.95,R_19,9.95,R_19,633881,R_19,29578,R_19,0,R_19,18243,R_19,681702,R_19,291860,R_19,92874,R_19,384734,R_19,41942,R_19,11693,R_19,20790,R_19,74425,R_19,134965,R_19,594124,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,15240,R_19,50749,R_19,1935,R_19,3172,R_19,2336,R_19,7692,R_19,260,R_19,4,R_19,13,R_19,17,R_19,67,R_19,3138,R_19,34508,R_19,5509,R_19,10378,R_19,91310,R_19,29478,R_19,6579,R_19,84731,R_19,1679,R_19,8258,R_19,92989,R_19,238,R_19,2946,R_19,804,R_19,560,R_19,160,R_19,3439,R_19,2216,R_19,749,R_19,16,R_19,6371,R_19,4436,R_19,-1,2019,3,1,0,0,0,-88.5823,42.23799,17,111,46786,307774,41,41,8710.04,1001,1714,16980,0,A
IL,IL0318,30430,"MARION CARNEGIE LIBRARY","206 SOUTH MARKET STREET",MARION,62959,2516,"206 SOUTH MARKET STREET",MARION,62959,2516,WILLIAMSON,6189935935,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,17193,R_19,17193,1,R_19,0,R_19,0,R_19,1.0,R_19,1.0,R_19,13.48,R_19,14.48,R_19,910533,R_19,21491,R_19,4800,R_19,366863,R_19,1303687,R_19,462421,R_19,199357,R_19,661778,R_19,59331,R_19,7928,R_19,14264,R_19,81523,R_19,167228,R_19,910529,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,336,R_19,106217,R_19,36465,R_19,2888,R_19,6103,R_19,6395,R_19,221,R_19,4,R_19,13,R_19,17,R_19,76,R_19,3000,R_19,173525,R_19,51700,R_19,4068,R_19,110503,R_19,37989,R_19,6478,R_19,104025,R_19,4400,R_19,10878,R_19,114903,R_19,16052,R_19,17466,R_19,516,R_19,227,R_19,121,R_19,12164,R_19,7966,R_19,1173,R_19,55,R_19,65320,R_19,0,R_19,-1,2019,3,1,0,0,0,-88.9271,37.7298,17,199,46916,66597,13,13,211.0,3029,1712,16060,0,A
IL,IL0319,30431,"MARISSA AREA PUBLIC LIBRARY DISTRICT","212 NORTH MAIN STREET",MARISSA,62257,1344,"212 NORTH MAIN STREET",MARISSA,62257,1344,"ST. CLAIR",6182952825,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,3363,R_19,3363,1,R_19,0,R_19,0,R_19,0.0,R_19,0.88,R_19,2.48,R_19,3.36,R_19,129428,R_19,5671,R_19,4050,R_19,8344,R_19,147493,R_19,80835,R_19,12103,R_19,92938,R_19,6591,R_19,99,R_19,1841,R_19,8531,R_19,45997,R_19,147466,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,23542,R_19,0,R_19,669,R_19,0,R_19,2523,R_19,0,R_19,0,R_19,13,R_19,13,R_19,2,R_19,2154,R_19,23974,R_19,10489,R_19,516,R_19,10123,R_19,1677,R_19,0,R_19,10123,R_19,0,R_19,0,R_19,10123,R_19,13458,R_19,10123,R_19,253,R_19,89,R_19,11,IP18,7244,R_19,6227,R_19,83,IP18,12,R_19,7382,R_19,2684,ID19,667,2019,3,2,0,0,0,-89.754,38.24666,17,163,46955,259686,42,42,5040.02,3047,1712,41180,0,A
IL,IL0320,30014,"MARKHAM PUBLIC LIBRARY","16640 SOUTH KEDZIE AVENUE",MARKHAM,60428,5513,"16640 SOUTH KEDZIE AVENUE",MARKHAM,60428,5513,COOK,7083310130,ME,CI,MO,Y,CI1,N,05/01/2018,04/30/2019,12508,R_19,12508,1,R_19,0,R_19,1,R_19,0.5,R_19,4.5,R_19,9.25,R_19,13.75,R_19,980000,R_19,9641,R_19,12000,R_19,9000,R_19,1010641,R_19,285000,R_19,50000,R_19,335000,R_19,55000,R_19,12000,R_19,2500,R_19,69500,R_19,215000,R_19,619500,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,22590,R_19,21000,R_19,450,R_19,550,R_19,600,R_19,0,R_19,0,R_19,13,R_19,13,R_19,800,R_19,4248,R_19,201000,R_19,379,R_19,4907,R_19,50045,R_19,900,R_19,585,R_19,49460,R_19,0,R_19,585,R_19,50045,R_19,2515,R_19,3445,R_19,774,R_19,250,R_19,24,R_19,4266,R_19,2501,R_19,565,R_19,52,R_19,29715,ID19,11794,ID19,125000,2019,3,2,0,0,0,-87.6946,41.5873,17,31,47007,5150233,21,21,8256.0,3031,1702,16980,0,A
IL,IL0321,30432,"MAROA PUBLIC LIBRARY DISTRICT","305 EAST GARFIELD STREET",MAROA,61756,7543,"305 EAST GARFIELD STREET",MAROA,61756,7543,MACON,2177945111,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,2869,R_19,2869,1,R_19,0,R_19,0,R_19,0.0,R_19,2.4,R_19,0.65,R_19,3.05,R_19,189835,R_19,3586,R_19,1185,R_19,3233,R_19,197839,R_19,77324,R_19,0,R_19,77324,R_19,17860,R_19,800,R_19,2503,R_19,21163,R_19,79673,R_19,178160,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,14583,R_19,15413,R_19,19895,R_19,299,R_19,3678,R_19,2012,R_19,105,R_19,0,R_19,13,R_19,13,R_19,12,R_19,1819,R_19,10004,R_19,730,R_19,362,R_19,9760,R_19,608,R_19,1951,R_19,7809,R_19,0,R_19,1951,R_19,9760,R_19,6150,R_19,2839,R_19,330,R_19,160,R_19,12,R_19,6127,R_19,5161,R_19,97,R_19,3,R_19,437,R_19,2532,ID19,2184,2019,3,2,0,0,0,-88.9529,40.03394,17,115,47072,104009,42,42,30.0,3045,1713,19500,0,A
IL,IL0322,30433,"MARQUETTE HEIGHTS PUBLIC LIBRARY","715 LINCOLN ROAD","MARQUETTE HEIGHTS",61554,1313,"715 LINCOLN ROAD","MARQUETTE HEIGHTS",61554,1313,TAZEWELL,3093823778,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,2824,R_19,2824,1,R_19,0,R_19,0,R_19,0.0,R_19,1.0,R_19,0.38,R_19,1.38,R_19,53319,R_19,3851,R_19,4999,R_19,4187,R_19,66356,R_19,-9,H_19,-9,H_19,-9,H_19,10090,R_19,3575,R_19,0,R_19,13665,R_19,-9,H_19,72146,R_19,0,R_19,13840,R_19,0,R_19,0,R_19,13840,R_19,13840,R_19,10126,R_19,31335,R_19,232,R_19,11846,R_19,244,R_19,0,R_19,1,R_19,13,R_19,14,R_19,19,R_19,1924,R_19,7280,R_19,624,R_19,770,R_19,5329,R_19,2203,R_19,678,R_19,4651,R_19,1440,R_19,2118,R_19,6769,R_19,922,R_19,1496,R_19,37,R_19,35,R_19,0,R_19,1268,R_19,1218,R_19,0,R_19,4,R_19,1587,R_19,2492,ID19,-1,2019,3,2,0,0,0,-89.6027,40.61571,17,179,47111,131803,21,21,205.0,1042,1717,37900,0,A
IL,IL0323,30434,"MARROWBONE PUBLIC LIBRARY DISTRICT","216 WEST MAIN STREET",BETHANY,61914,8627,"216 WEST MAIN STREET",BETHANY,61914,8627,MOULTRIE,2176653014,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,2629,R_19,2629,1,R_19,0,R_19,0,R_19,0.0,R_19,2.0,R_19,1.13,R_19,3.13,R_19,139457,R_19,4829,R_19,0,R_19,10470,R_19,154756,R_19,68987,R_19,11760,R_19,80747,R_19,17146,R_19,445,R_19,4611,R_19,22202,R_19,55112,R_19,158061,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,135859,R_19,20612,R_19,36773,R_19,2128,R_19,39426,R_19,3224,R_19,0,R_19,3,R_19,13,R_19,16,R_19,47,R_19,2756,R_19,21268,R_19,11284,R_19,1271,R_19,28725,R_19,5790,R_19,827,R_19,27898,R_19,0,R_19,827,R_19,28725,R_19,9761,R_19,3205,R_19,112,R_19,40,R_19,1,R_19,1238,R_19,748,R_19,0,R_19,6,R_19,2358,R_19,193,R_19,159939,2019,3,1,0,0,0,-88.7393,39.64547,17,139,05612,14501,42,42,9771.0,1043,1715,-4,N,A
IL,IL0324,30435,"MARSEILLES PUBLIC LIBRARY","155 EAST BLUFF STREET",MARSEILLES,61341,1442,"155 EAST BLUFF STREET",MARSEILLES,61341,1442,"LA SALLE",8157954437,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,5094,R_19,5094,1,R_19,0,R_19,0,R_19,0.0,R_19,0.95,R_19,1.68,R_19,2.63,R_19,78953,R_19,16723,R_19,0,R_19,5191,R_19,100867,R_19,70281,R_19,4959,R_19,75240,R_19,15137,R_19,0,R_19,29,R_19,15166,R_19,42493,R_19,132899,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,22773,R_19,0,R_19,204,R_19,0,R_19,593,R_19,0,R_19,0,R_19,13,R_19,13,R_19,36,R_19,1953,R_19,14997,IG15,212,R_19,2192,R_19,16267,R_19,4797,R_19,0,R_19,16267,R_19,0,R_19,0,R_19,16267,R_19,1709,R_19,1085,R_19,257,R_19,243,R_19,1,R_19,1069,R_19,1008,R_19,4,R_19,5,R_19,1472,R_19,234,IG18,0,2019,3,2,0,0,0,-88.7072,41.33023,17,99,47150,108669,32,32,9637.0,3007,1716,36837,1,A
IL,IL0325,30747,"MARSHALL PUBLIC LIBRARY","612 ARCHER AVENUE",MARSHALL,62441,1268,"612 ARCHER AVENUE",MARSHALL,62441,1268,CLARK,2178262535,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,3933,R_19,3933,1,R_19,0,R_19,0,R_19,1.0,R_19,1.4,R_19,3.18,R_19,4.58,R_19,152743,R_19,6916,R_19,0,R_19,107461,R_19,267120,R_19,127532,R_19,12215,R_19,139747,R_19,24513,R_19,4856,R_19,2590,R_19,31959,R_19,72630,R_19,244336,R_19,0,R_19,35000,R_19,0,R_19,0,R_19,35000,R_19,264016,R_19,25585,R_19,36465,R_19,2247,R_19,28019,R_19,2575,R_19,0,R_19,7,R_19,13,R_19,20,R_19,68,R_19,2496,R_19,60590,R_19,7956,R_19,2548,R_19,64156,R_19,8846,R_19,2370,R_19,61786,R_19,19746,R_19,22116,R_19,83902,R_19,12386,R_19,9836,R_19,360,R_19,257,R_19,10,R_19,6803,R_19,5758,R_19,65,R_19,18,R_19,6433,R_19,5047,IG17,64503,2019,3,2,0,0,0,-87.6955,39.39067,17,23,47163,15441,32,32,602.0,4001,1715,-4,N,A
IL,IL0326,30438,"MARTINSVILLE PUBLIC LIBRARY DISTRICT","120 EAST CUMBERLAND STREET",MARTINSVILLE,62442,1000,"120 EAST CUMBERLAND STREET",MARTINSVILLE,62442,1000,CLARK,2173824113,ME,LD,SO,Y,OTH,N,07/01/2018,06/30/2019,2401,R_19,2401,1,R_19,0,R_19,0,R_19,0.0,R_19,0.75,R_19,1.63,R_19,2.38,R_19,59921,R_19,5001,R_19,0,R_19,3000,R_19,67922,R_19,35549,R_19,350,R_19,35899,R_19,5900,R_19,1352,R_19,1200,R_19,8452,R_19,27221,R_19,71572,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,0,R_19,14770,R_19,1827,R_19,454,R_19,2,R_19,3230,R_19,0,R_19,3,R_19,13,R_19,16,R_19,34,R_19,1760,R_19,16813,R_19,315,R_19,435,R_19,18394,R_19,2183,R_19,2282,R_19,16112,R_19,0,R_19,2282,R_19,18394,R_19,3249,R_19,3939,R_19,59,R_19,26,R_19,1,R_19,1090,R_19,399,R_19,2,R_19,5,R_19,2621,R_19,0,IG15,-1,2019,3,2,0,0,0,-87.8811,39.3336,17,23,47254,15441,42,42,603.0,1058,1715,-4,N,A
IL,IL0327,30439,"MASCOUTAH PUBLIC LIBRARY","3 WEST CHURCH STREET",MASCOUTAH,62258,2004,"3 WEST CHURCH STREET",MASCOUTAH,62258,2004,"ST. CLAIR",6185662562,ME,CI,SO,Y,CI1,N,05/01/2018,04/30/2019,7483,R_19,7483,1,R_19,0,R_19,0,R_19,0.0,R_19,4.4,R_19,0.7,R_19,5.1,R_19,366000,R_19,16207,R_19,5294,R_19,26302,R_19,413803,R_19,156082,R_19,53880,R_19,209962,R_19,18656,R_19,3754,R_19,9553,R_19,31963,R_19,118900,R_19,360825,R_19,3441,R_19,2056,R_19,0,R_19,22449,R_19,27946,R_19,27946,R_19,31085,R_19,31085,R_19,1394,R_19,6760,R_19,5177,R_19,0,R_19,12,R_19,13,R_19,25,R_19,41,R_19,3000,R_19,53100,R_19,6485,R_19,3664,R_19,57620,R_19,25250,R_19,5030,R_19,52590,R_19,368,R_19,5398,R_19,57988,R_19,17010,R_19,11920,R_19,127,R_19,94,R_19,20,R_19,2534,R_19,1686,R_19,703,R_19,14,R_19,3410,R_19,6407,ID19,15047,2019,3,2,0,0,0,-89.7976,38.49104,17,163,47423,259686,31,31,5043.03,4032,1712,41180,0,A
